alert_id,room_id,alert_type,message,triggered_at,is_read
ALT-2021-07-R-108-LIMIT,R-108,limit_exceeded,Penggunaan R-108 melewati batas bulanan 50 kWh.,2021-07-07T07:00:00Z,False
ALT-2021-08-R-107-WARN,R-107,usage_warning,Penggunaan R-107 sudah mencapai 80% batas bulanan.,2021-08-03T16:00:00Z,False
ALT-2021-08-R-103-WARN,R-103,usage_warning,Penggunaan R-103 sudah mencapai 80% batas bulanan.,2021-08-03T17:00:00Z,False
ALT-2021-08-R-107-LIMIT,R-107,limit_exceeded,Penggunaan R-107 melewati batas bulanan 50 kWh.,2021-08-04T09:00:00Z,False
ALT-2021-08-R-103-LIMIT,R-103,limit_exceeded,Penggunaan R-103 melewati batas bulanan 50 kWh.,2021-08-04T10:00:00Z,False
ALT-2021-08-R-109-WARN,R-109,usage_warning,Penggunaan R-109 sudah mencapai 80% batas bulanan.,2021-08-04T14:00:00Z,False
ALT-2021-08-R-105-WARN,R-105,usage_warning,Penggunaan R-105 sudah mencapai 80% batas bulanan.,2021-08-04T20:00:00Z,False
ALT-2021-08-R-101-WARN,R-101,usage_warning,Penggunaan R-101 sudah mencapai 80% batas bulanan.,2021-08-05T04:00:00Z,False
ALT-2021-08-R-102-WARN,R-102,usage_warning,Penggunaan R-102 sudah mencapai 80% batas bulanan.,2021-08-05T10:00:00Z,False
ALT-2021-08-R-109-LIMIT,R-109,limit_exceeded,Penggunaan R-109 melewati batas bulanan 50 kWh.,2021-08-05T15:00:00Z,False
ALT-2021-08-R-106-WARN,R-106,usage_warning,Penggunaan R-106 sudah mencapai 80% batas bulanan.,2021-08-05T17:00:00Z,False
ALT-2021-08-R-110-WARN,R-110,usage_warning,Penggunaan R-110 sudah mencapai 80% batas bulanan.,2021-08-05T17:00:00Z,False
ALT-2021-08-R-105-LIMIT,R-105,limit_exceeded,Penggunaan R-105 melewati batas bulanan 50 kWh.,2021-08-05T18:00:00Z,False
ALT-2021-08-R-104-WARN,R-104,usage_warning,Penggunaan R-104 sudah mencapai 80% batas bulanan.,2021-08-06T00:00:00Z,False
ALT-2021-08-R-101-LIMIT,R-101,limit_exceeded,Penggunaan R-101 melewati batas bulanan 50 kWh.,2021-08-06T06:00:00Z,False
ALT-2021-08-R-108-WARN,R-108,usage_warning,Penggunaan R-108 sudah mencapai 80% batas bulanan.,2021-08-06T07:00:00Z,False
ALT-2021-08-R-102-LIMIT,R-102,limit_exceeded,Penggunaan R-102 melewati batas bulanan 50 kWh.,2021-08-06T14:00:00Z,False
ALT-2021-08-R-110-LIMIT,R-110,limit_exceeded,Penggunaan R-110 melewati batas bulanan 50 kWh.,2021-08-06T20:00:00Z,False
ALT-2021-08-R-106-LIMIT,R-106,limit_exceeded,Penggunaan R-106 melewati batas bulanan 50 kWh.,2021-08-06T22:00:00Z,False
ALT-2021-08-R-104-LIMIT,R-104,limit_exceeded,Penggunaan R-104 melewati batas bulanan 50 kWh.,2021-08-07T08:00:00Z,False
ALT-2021-08-R-108-LIMIT,R-108,limit_exceeded,Penggunaan R-108 melewati batas bulanan 50 kWh.,2021-08-07T11:00:00Z,False
ALT-2021-09-R-107-WARN,R-107,usage_warning,Penggunaan R-107 sudah mencapai 80% batas bulanan.,2021-09-03T18:00:00Z,False
ALT-2021-09-R-103-WARN,R-103,usage_warning,Penggunaan R-103 sudah mencapai 80% batas bulanan.,2021-09-04T00:00:00Z,False
ALT-2021-09-R-107-LIMIT,R-107,limit_exceeded,Penggunaan R-107 melewati batas bulanan 50 kWh.,2021-09-04T10:00:00Z,False
ALT-2021-09-R-109-WARN,R-109,usage_warning,Penggunaan R-109 sudah mencapai 80% batas bulanan.,2021-09-04T16:00:00Z,False
ALT-2021-09-R-103-LIMIT,R-103,limit_exceeded,Penggunaan R-103 melewati batas bulanan 50 kWh.,2021-09-04T17:00:00Z,False
ALT-2021-09-R-101-WARN,R-101,usage_warning,Penggunaan R-101 sudah mencapai 80% batas bulanan.,2021-09-05T04:00:00Z,False
ALT-2021-09-R-102-WARN,R-102,usage_warning,Penggunaan R-102 sudah mencapai 80% batas bulanan.,2021-09-05T08:00:00Z,False
ALT-2021-09-R-106-WARN,R-106,usage_warning,Penggunaan R-106 sudah mencapai 80% batas bulanan.,2021-09-05T10:00:00Z,False
ALT-2021-09-R-109-LIMIT,R-109,limit_exceeded,Penggunaan R-109 melewati batas bulanan 50 kWh.,2021-09-05T10:00:00Z,False
ALT-2021-09-R-105-WARN,R-105,usage_warning,Penggunaan R-105 sudah mencapai 80% batas bulanan.,2021-09-05T11:00:00Z,False
ALT-2021-09-R-110-WARN,R-110,usage_warning,Penggunaan R-110 sudah mencapai 80% batas bulanan.,2021-09-05T12:00:00Z,False
ALT-2021-09-R-104-WARN,R-104,usage_warning,Penggunaan R-104 sudah mencapai 80% batas bulanan.,2021-09-05T16:00:00Z,False
ALT-2021-09-R-108-WARN,R-108,usage_warning,Penggunaan R-108 sudah mencapai 80% batas bulanan.,2021-09-05T18:00:00Z,False
ALT-2021-09-R-101-LIMIT,R-101,limit_exceeded,Penggunaan R-101 melewati batas bulanan 50 kWh.,2021-09-05T23:00:00Z,False
ALT-2021-09-R-102-LIMIT,R-102,limit_exceeded,Penggunaan R-102 melewati batas bulanan 50 kWh.,2021-09-06T02:00:00Z,False
ALT-2021-09-R-105-LIMIT,R-105,limit_exceeded,Penggunaan R-105 melewati batas bulanan 50 kWh.,2021-09-06T11:00:00Z,False
ALT-2021-09-R-106-LIMIT,R-106,limit_exceeded,Penggunaan R-106 melewati batas bulanan 50 kWh.,2021-09-06T13:00:00Z,False
ALT-2021-09-R-110-LIMIT,R-110,limit_exceeded,Penggunaan R-110 melewati batas bulanan 50 kWh.,2021-09-06T14:00:00Z,False
ALT-2021-09-R-104-LIMIT,R-104,limit_exceeded,Penggunaan R-104 melewati batas bulanan 50 kWh.,2021-09-06T19:00:00Z,False
ALT-2021-09-R-108-LIMIT,R-108,limit_exceeded,Penggunaan R-108 melewati batas bulanan 50 kWh.,2021-09-07T01:00:00Z,False
ALT-2021-10-R-103-WARN,R-103,usage_warning,Penggunaan R-103 sudah mencapai 80% batas bulanan.,2021-10-04T09:00:00Z,False
ALT-2021-10-R-107-WARN,R-107,usage_warning,Penggunaan R-107 sudah mencapai 80% batas bulanan.,2021-10-04T09:00:00Z,False
ALT-2021-10-R-103-LIMIT,R-103,limit_exceeded,Penggunaan R-103 melewati batas bulanan 50 kWh.,2021-10-05T08:00:00Z,False
ALT-2021-10-R-107-LIMIT,R-107,limit_exceeded,Penggunaan R-107 melewati batas bulanan 50 kWh.,2021-10-05T08:00:00Z,False
ALT-2021-10-R-109-WARN,R-109,usage_warning,Penggunaan R-109 sudah mencapai 80% batas bulanan.,2021-10-05T15:00:00Z,False
ALT-2021-10-R-101-WARN,R-101,usage_warning,Penggunaan R-101 sudah mencapai 80% batas bulanan.,2021-10-06T05:00:00Z,False
ALT-2021-10-R-105-WARN,R-105,usage_warning,Penggunaan R-105 sudah mencapai 80% batas bulanan.,2021-10-06T09:00:00Z,False
ALT-2021-10-R-102-WARN,R-102,usage_warning,Penggunaan R-102 sudah mencapai 80% batas bulanan.,2021-10-06T11:00:00Z,False
ALT-2021-10-R-104-WARN,R-104,usage_warning,Penggunaan R-104 sudah mencapai 80% batas bulanan.,2021-10-06T17:00:00Z,False
ALT-2021-10-R-110-WARN,R-110,usage_warning,Penggunaan R-110 sudah mencapai 80% batas bulanan.,2021-10-06T19:00:00Z,False
ALT-2021-10-R-109-LIMIT,R-109,limit_exceeded,Penggunaan R-109 melewati batas bulanan 50 kWh.,2021-10-06T21:00:00Z,False
ALT-2021-10-R-106-WARN,R-106,usage_warning,Penggunaan R-106 sudah mencapai 80% batas bulanan.,2021-10-07T03:00:00Z,False
ALT-2021-10-R-108-WARN,R-108,usage_warning,Penggunaan R-108 sudah mencapai 80% batas bulanan.,2021-10-07T09:00:00Z,False
ALT-2021-10-R-101-LIMIT,R-101,limit_exceeded,Penggunaan R-101 melewati batas bulanan 50 kWh.,2021-10-07T11:00:00Z,False
ALT-2021-10-R-105-LIMIT,R-105,limit_exceeded,Penggunaan R-105 melewati batas bulanan 50 kWh.,2021-10-07T18:00:00Z,False
ALT-2021-10-R-102-LIMIT,R-102,limit_exceeded,Penggunaan R-102 melewati batas bulanan 50 kWh.,2021-10-07T21:00:00Z,False
ALT-2021-10-R-104-LIMIT,R-104,limit_exceeded,Penggunaan R-104 melewati batas bulanan 50 kWh.,2021-10-08T03:00:00Z,False
ALT-2021-10-R-110-LIMIT,R-110,limit_exceeded,Penggunaan R-110 melewati batas bulanan 50 kWh.,2021-10-08T08:00:00Z,False
ALT-2021-10-R-106-LIMIT,R-106,limit_exceeded,Penggunaan R-106 melewati batas bulanan 50 kWh.,2021-10-08T16:00:00Z,False
ALT-2021-10-R-108-LIMIT,R-108,limit_exceeded,Penggunaan R-108 melewati batas bulanan 50 kWh.,2021-10-09T00:00:00Z,False
ALT-2021-11-R-103-WARN,R-103,usage_warning,Penggunaan R-103 sudah mencapai 80% batas bulanan.,2021-11-04T12:00:00Z,False
ALT-2021-11-R-107-WARN,R-107,usage_warning,Penggunaan R-107 sudah mencapai 80% batas bulanan.,2021-11-04T16:00:00Z,False
ALT-2021-11-R-103-LIMIT,R-103,limit_exceeded,Penggunaan R-103 melewati batas bulanan 50 kWh.,2021-11-05T07:00:00Z,False
ALT-2021-11-R-107-LIMIT,R-107,limit_exceeded,Penggunaan R-107 melewati batas bulanan 50 kWh.,2021-11-05T13:00:00Z,False
ALT-2021-11-R-109-WARN,R-109,usage_warning,Penggunaan R-109 sudah mencapai 80% batas bulanan.,2021-11-05T23:00:00Z,False
ALT-2021-11-R-101-WARN,R-101,usage_warning,Penggunaan R-101 sudah mencapai 80% batas bulanan.,2021-11-06T11:00:00Z,False
ALT-2021-11-R-105-WARN,R-105,usage_warning,Penggunaan R-105 sudah mencapai 80% batas bulanan.,2021-11-06T14:00:00Z,False
ALT-2021-11-R-102-WARN,R-102,usage_warning,Penggunaan R-102 sudah mencapai 80% batas bulanan.,2021-11-06T16:00:00Z,False
ALT-2021-11-R-110-WARN,R-110,usage_warning,Penggunaan R-110 sudah mencapai 80% batas bulanan.,2021-11-06T16:00:00Z,False
ALT-2021-11-R-104-WARN,R-104,usage_warning,Penggunaan R-104 sudah mencapai 80% batas bulanan.,2021-11-06T22:00:00Z,False
ALT-2021-11-R-106-WARN,R-106,usage_warning,Penggunaan R-106 sudah mencapai 80% batas bulanan.,2021-11-06T23:00:00Z,False
ALT-2021-11-R-109-LIMIT,R-109,limit_exceeded,Penggunaan R-109 melewati batas bulanan 50 kWh.,2021-11-07T02:00:00Z,False
ALT-2021-11-R-101-LIMIT,R-101,limit_exceeded,Penggunaan R-101 melewati batas bulanan 50 kWh.,2021-11-07T12:00:00Z,False
ALT-2021-11-R-110-LIMIT,R-110,limit_exceeded,Penggunaan R-110 melewati batas bulanan 50 kWh.,2021-11-07T17:00:00Z,False
ALT-2021-11-R-105-LIMIT,R-105,limit_exceeded,Penggunaan R-105 melewati batas bulanan 50 kWh.,2021-11-07T18:00:00Z,False
ALT-2021-11-R-108-WARN,R-108,usage_warning,Penggunaan R-108 sudah mencapai 80% batas bulanan.,2021-11-07T18:00:00Z,False
ALT-2021-11-R-102-LIMIT,R-102,limit_exceeded,Penggunaan R-102 melewati batas bulanan 50 kWh.,2021-11-07T20:00:00Z,False
ALT-2021-11-R-106-LIMIT,R-106,limit_exceeded,Penggunaan R-106 melewati batas bulanan 50 kWh.,2021-11-08T03:00:00Z,False
ALT-2021-11-R-104-LIMIT,R-104,limit_exceeded,Penggunaan R-104 melewati batas bulanan 50 kWh.,2021-11-08T13:00:00Z,False
ALT-2021-11-R-108-LIMIT,R-108,limit_exceeded,Penggunaan R-108 melewati batas bulanan 50 kWh.,2021-11-09T10:00:00Z,False
ALT-2021-12-R-107-WARN,R-107,usage_warning,Penggunaan R-107 sudah mencapai 80% batas bulanan.,2021-12-03T21:00:00Z,False
ALT-2021-12-R-103-WARN,R-103,usage_warning,Penggunaan R-103 sudah mencapai 80% batas bulanan.,2021-12-04T00:00:00Z,False
ALT-2021-12-R-107-LIMIT,R-107,limit_exceeded,Penggunaan R-107 melewati batas bulanan 50 kWh.,2021-12-04T16:00:00Z,False
ALT-2021-12-R-103-LIMIT,R-103,limit_exceeded,Penggunaan R-103 melewati batas bulanan 50 kWh.,2021-12-04T17:00:00Z,False
ALT-2021-12-R-109-WARN,R-109,usage_warning,Penggunaan R-109 sudah mencapai 80% batas bulanan.,2021-12-05T00:00:00Z,False
ALT-2021-12-R-101-WARN,R-101,usage_warning,Penggunaan R-101 sudah mencapai 80% batas bulanan.,2021-12-05T05:00:00Z,False
ALT-2021-12-R-105-WARN,R-105,usage_warning,Penggunaan R-105 sudah mencapai 80% batas bulanan.,2021-12-05T11:00:00Z,False
ALT-2021-12-R-102-WARN,R-102,usage_warning,Penggunaan R-102 sudah mencapai 80% batas bulanan.,2021-12-05T15:00:00Z,False
ALT-2021-12-R-110-WARN,R-110,usage_warning,Penggunaan R-110 sudah mencapai 80% batas bulanan.,2021-12-05T15:00:00Z,False
ALT-2021-12-R-104-WARN,R-104,usage_warning,Penggunaan R-104 sudah mencapai 80% batas bulanan.,2021-12-05T18:00:00Z,False
ALT-2021-12-R-106-WARN,R-106,usage_warning,Penggunaan R-106 sudah mencapai 80% batas bulanan.,2021-12-05T22:00:00Z,False
ALT-2021-12-R-109-LIMIT,R-109,limit_exceeded,Penggunaan R-109 melewati batas bulanan 50 kWh.,2021-12-05T22:00:00Z,False
ALT-2021-12-R-101-LIMIT,R-101,limit_exceeded,Penggunaan R-101 melewati batas bulanan 50 kWh.,2021-12-06T02:00:00Z,False
ALT-2021-12-R-108-WARN,R-108,usage_warning,Penggunaan R-108 sudah mencapai 80% batas bulanan.,2021-12-06T03:00:00Z,False
ALT-2021-12-R-102-LIMIT,R-102,limit_exceeded,Penggunaan R-102 melewati batas bulanan 50 kWh.,2021-12-06T08:00:00Z,False
ALT-2021-12-R-105-LIMIT,R-105,limit_exceeded,Penggunaan R-105 melewati batas bulanan 50 kWh.,2021-12-06T12:00:00Z,False
ALT-2021-12-R-104-LIMIT,R-104,limit_exceeded,Penggunaan R-104 melewati batas bulanan 50 kWh.,2021-12-06T21:00:00Z,False
ALT-2021-12-R-110-LIMIT,R-110,limit_exceeded,Penggunaan R-110 melewati batas bulanan 50 kWh.,2021-12-06T21:00:00Z,False
ALT-2021-12-R-106-LIMIT,R-106,limit_exceeded,Penggunaan R-106 melewati batas bulanan 50 kWh.,2021-12-07T07:00:00Z,False
ALT-2021-12-R-108-LIMIT,R-108,limit_exceeded,Penggunaan R-108 melewati batas bulanan 50 kWh.,2021-12-07T13:00:00Z,False
ALT-2022-01-R-103-WARN,R-103,usage_warning,Penggunaan R-103 sudah mencapai 80% batas bulanan.,2022-01-03T19:00:00Z,False
ALT-2022-01-R-107-WARN,R-107,usage_warning,Penggunaan R-107 sudah mencapai 80% batas bulanan.,2022-01-03T19:00:00Z,False
ALT-2022-01-R-103-LIMIT,R-103,limit_exceeded,Penggunaan R-103 melewati batas bulanan 50 kWh.,2022-01-04T11:00:00Z,False
ALT-2022-01-R-107-LIMIT,R-107,limit_exceeded,Penggunaan R-107 melewati batas bulanan 50 kWh.,2022-01-04T14:00:00Z,False
ALT-2022-01-R-109-WARN,R-109,usage_warning,Penggunaan R-109 sudah mencapai 80% batas bulanan.,2022-01-04T15:00:00Z,False
ALT-2022-01-R-101-WARN,R-101,usage_warning,Penggunaan R-101 sudah mencapai 80% batas bulanan.,2022-01-04T17:00:00Z,False
ALT-2022-01-R-105-WARN,R-105,usage_warning,Penggunaan R-105 sudah mencapai 80% batas bulanan.,2022-01-05T06:00:00Z,False
ALT-2022-01-R-102-WARN,R-102,usage_warning,Penggunaan R-102 sudah mencapai 80% batas bulanan.,2022-01-05T11:00:00Z,False
ALT-2022-01-R-101-LIMIT,R-101,limit_exceeded,Penggunaan R-101 melewati batas bulanan 50 kWh.,2022-01-05T14:00:00Z,False
ALT-2022-01-R-109-LIMIT,R-109,limit_exceeded,Penggunaan R-109 melewati batas bulanan 50 kWh.,2022-01-05T15:00:00Z,False
ALT-2022-01-R-110-WARN,R-110,usage_warning,Penggunaan R-110 sudah mencapai 80% batas bulanan.,2022-01-05T15:00:00Z,False
ALT-2022-01-R-106-WARN,R-106,usage_warning,Penggunaan R-106 sudah mencapai 80% batas bulanan.,2022-01-05T17:00:00Z,False
ALT-2022-01-R-104-WARN,R-104,usage_warning,Penggunaan R-104 sudah mencapai 80% batas bulanan.,2022-01-06T01:00:00Z,False
ALT-2022-01-R-108-WARN,R-108,usage_warning,Penggunaan R-108 sudah mencapai 80% batas bulanan.,2022-01-06T08:00:00Z,False
ALT-2022-01-R-105-LIMIT,R-105,limit_exceeded,Penggunaan R-105 melewati batas bulanan 50 kWh.,2022-01-06T10:00:00Z,False
ALT-2022-01-R-102-LIMIT,R-102,limit_exceeded,Penggunaan R-102 melewati batas bulanan 50 kWh.,2022-01-06T14:00:00Z,False
ALT-2022-01-R-110-LIMIT,R-110,limit_exceeded,Penggunaan R-110 melewati batas bulanan 50 kWh.,2022-01-06T17:00:00Z,False
ALT-2022-01-R-106-LIMIT,R-106,limit_exceeded,Penggunaan R-106 melewati batas bulanan 50 kWh.,2022-01-06T19:00:00Z,False
ALT-2022-01-R-104-LIMIT,R-104,limit_exceeded,Penggunaan R-104 melewati batas bulanan 50 kWh.,2022-01-07T09:00:00Z,False
ALT-2022-01-R-108-LIMIT,R-108,limit_exceeded,Penggunaan R-108 melewati batas bulanan 50 kWh.,2022-01-07T17:00:00Z,False
ALT-2022-02-R-107-WARN,R-107,usage_warning,Penggunaan R-107 sudah mencapai 80% batas bulanan.,2022-02-03T20:00:00Z,False
ALT-2022-02-R-103-WARN,R-103,usage_warning,Penggunaan R-103 sudah mencapai 80% batas bulanan.,2022-02-03T23:00:00Z,False
ALT-2022-02-R-107-LIMIT,R-107,limit_exceeded,Penggunaan R-107 melewati batas bulanan 50 kWh.,2022-02-04T15:00:00Z,False
ALT-2022-02-R-103-LIMIT,R-103,limit_exceeded,Penggunaan R-103 melewati batas bulanan 50 kWh.,2022-02-04T19:00:00Z,False
ALT-2022-02-R-109-WARN,R-109,usage_warning,Penggunaan R-109 sudah mencapai 80% batas bulanan.,2022-02-05T01:00:00Z,False
ALT-2022-02-R-101-WARN,R-101,usage_warning,Penggunaan R-101 sudah mencapai 80% batas bulanan.,2022-02-05T11:00:00Z,False
ALT-2022-02-R-105-WARN,R-105,usage_warning,Penggunaan R-105 sudah mencapai 80% batas bulanan.,2022-02-05T15:00:00Z,False
ALT-2022-02-R-102-WARN,R-102,usage_warning,Penggunaan R-102 sudah mencapai 80% batas bulanan.,2022-02-05T20:00:00Z,False
ALT-2022-02-R-106-WARN,R-106,usage_warning,Penggunaan R-106 sudah mencapai 80% batas bulanan.,2022-02-05T20:00:00Z,False
ALT-2022-02-R-109-LIMIT,R-109,limit_exceeded,Penggunaan R-109 melewati batas bulanan 50 kWh.,2022-02-05T20:00:00Z,False
ALT-2022-02-R-110-WARN,R-110,usage_warning,Penggunaan R-110 sudah mencapai 80% batas bulanan.,2022-02-05T20:00:00Z,False
ALT-2022-02-R-104-WARN,R-104,usage_warning,Penggunaan R-104 sudah mencapai 80% batas bulanan.,2022-02-05T21:00:00Z,False
ALT-2022-02-R-108-WARN,R-108,usage_warning,Penggunaan R-108 sudah mencapai 80% batas bulanan.,2022-02-06T05:00:00Z,False
ALT-2022-02-R-101-LIMIT,R-101,limit_exceeded,Penggunaan R-101 melewati batas bulanan 50 kWh.,2022-02-06T08:00:00Z,False
ALT-2022-02-R-105-LIMIT,R-105,limit_exceeded,Penggunaan R-105 melewati batas bulanan 50 kWh.,2022-02-06T14:00:00Z,False
ALT-2022-02-R-102-LIMIT,R-102,limit_exceeded,Penggunaan R-102 melewati batas bulanan 50 kWh.,2022-02-06T20:00:00Z,False
ALT-2022-02-R-110-LIMIT,R-110,limit_exceeded,Penggunaan R-110 melewati batas bulanan 50 kWh.,2022-02-06T21:00:00Z,False
ALT-2022-02-R-106-LIMIT,R-106,limit_exceeded,Penggunaan R-106 melewati batas bulanan 50 kWh.,2022-02-07T00:00:00Z,False
ALT-2022-02-R-104-LIMIT,R-104,limit_exceeded,Penggunaan R-104 melewati batas bulanan 50 kWh.,2022-02-07T01:00:00Z,False
ALT-2022-02-R-108-LIMIT,R-108,limit_exceeded,Penggunaan R-108 melewati batas bulanan 50 kWh.,2022-02-07T10:00:00Z,False
ALT-2022-03-R-107-WARN,R-107,usage_warning,Penggunaan R-107 sudah mencapai 80% batas bulanan.,2022-03-04T14:00:00Z,False
ALT-2022-03-R-103-WARN,R-103,usage_warning,Penggunaan R-103 sudah mencapai 80% batas bulanan.,2022-03-04T19:00:00Z,False
ALT-2022-03-R-107-LIMIT,R-107,limit_exceeded,Penggunaan R-107 melewati batas bulanan 50 kWh.,2022-03-05T09:00:00Z,False
ALT-2022-03-R-103-LIMIT,R-103,limit_exceeded,Penggunaan R-103 melewati batas bulanan 50 kWh.,2022-03-05T16:00:00Z,False
ALT-2022-03-R-109-WARN,R-109,usage_warning,Penggunaan R-109 sudah mencapai 80% batas bulanan.,2022-03-05T22:00:00Z,False
ALT-2022-03-R-101-WARN,R-101,usage_warning,Penggunaan R-101 sudah mencapai 80% batas bulanan.,2022-03-06T04:00:00Z,False
ALT-2022-03-R-105-WARN,R-105,usage_warning,Penggunaan R-105 sudah mencapai 80% batas bulanan.,2022-03-06T06:00:00Z,False
ALT-2022-03-R-102-WARN,R-102,usage_warning,Penggunaan R-102 sudah mencapai 80% batas bulanan.,2022-03-06T14:00:00Z,False
ALT-2022-03-R-106-WARN,R-106,usage_warning,Penggunaan R-106 sudah mencapai 80% batas bulanan.,2022-03-06T18:00:00Z,False
ALT-2022-03-R-110-WARN,R-110,usage_warning,Penggunaan R-110 sudah mencapai 80% batas bulanan.,2022-03-06T19:00:00Z,False
ALT-2022-03-R-104-WARN,R-104,usage_warning,Penggunaan R-104 sudah mencapai 80% batas bulanan.,2022-03-06T21:00:00Z,False
ALT-2022-03-R-109-LIMIT,R-109,limit_exceeded,Penggunaan R-109 melewati batas bulanan 50 kWh.,2022-03-07T07:00:00Z,False
ALT-2022-03-R-101-LIMIT,R-101,limit_exceeded,Penggunaan R-101 melewati batas bulanan 50 kWh.,2022-03-07T08:00:00Z,False
ALT-2022-03-R-108-WARN,R-108,usage_warning,Penggunaan R-108 sudah mencapai 80% batas bulanan.,2022-03-07T08:00:00Z,False
ALT-2022-03-R-105-LIMIT,R-105,limit_exceeded,Penggunaan R-105 melewati batas bulanan 50 kWh.,2022-03-07T11:00:00Z,False
ALT-2022-03-R-102-LIMIT,R-102,limit_exceeded,Penggunaan R-102 melewati batas bulanan 50 kWh.,2022-03-07T20:00:00Z,False
ALT-2022-03-R-110-LIMIT,R-110,limit_exceeded,Penggunaan R-110 melewati batas bulanan 50 kWh.,2022-03-07T22:00:00Z,False
ALT-2022-03-R-106-LIMIT,R-106,limit_exceeded,Penggunaan R-106 melewati batas bulanan 50 kWh.,2022-03-08T07:00:00Z,False
ALT-2022-03-R-104-LIMIT,R-104,limit_exceeded,Penggunaan R-104 melewati batas bulanan 50 kWh.,2022-03-08T14:00:00Z,False
ALT-2022-03-R-108-LIMIT,R-108,limit_exceeded,Penggunaan R-108 melewati batas bulanan 50 kWh.,2022-03-08T21:00:00Z,False
ALT-2022-04-R-107-WARN,R-107,usage_warning,Penggunaan R-107 sudah mencapai 80% batas bulanan.,2022-04-04T08:00:00Z,False
ALT-2022-04-R-103-WARN,R-103,usage_warning,Penggunaan R-103 sudah mencapai 80% batas bulanan.,2022-04-04T10:00:00Z,False
ALT-2022-04-R-107-LIMIT,R-107,limit_exceeded,Penggunaan R-107 melewati batas bulanan 50 kWh.,2022-04-05T06:00:00Z,False
ALT-2022-04-R-103-LIMIT,R-103,limit_exceeded,Penggunaan R-103 melewati batas bulanan 50 kWh.,2022-04-05T07:00:00Z,False
ALT-2022-04-R-109-WARN,R-109,usage_warning,Penggunaan R-109 sudah mencapai 80% batas bulanan.,2022-04-05T17:00:00Z,False
ALT-2022-04-R-101-WARN,R-101,usage_warning,Penggunaan R-101 sudah mencapai 80% batas bulanan.,2022-04-05T22:00:00Z,False
ALT-2022-04-R-105-WARN,R-105,usage_warning,Penggunaan R-105 sudah mencapai 80% batas bulanan.,2022-04-06T09:00:00Z,False
ALT-2022-04-R-104-WARN,R-104,usage_warning,Penggunaan R-104 sudah mencapai 80% batas bulanan.,2022-04-06T14:00:00Z,False
ALT-2022-04-R-106-WARN,R-106,usage_warning,Penggunaan R-106 sudah mencapai 80% batas bulanan.,2022-04-06T14:00:00Z,False
ALT-2022-04-R-102-WARN,R-102,usage_warning,Penggunaan R-102 sudah mencapai 80% batas bulanan.,2022-04-06T15:00:00Z,False
ALT-2022-04-R-110-WARN,R-110,usage_warning,Penggunaan R-110 sudah mencapai 80% batas bulanan.,2022-04-06T16:00:00Z,False
ALT-2022-04-R-109-LIMIT,R-109,limit_exceeded,Penggunaan R-109 melewati batas bulanan 50 kWh.,2022-04-06T20:00:00Z,False
ALT-2022-04-R-108-WARN,R-108,usage_warning,Penggunaan R-108 sudah mencapai 80% batas bulanan.,2022-04-07T05:00:00Z,False
ALT-2022-04-R-101-LIMIT,R-101,limit_exceeded,Penggunaan R-101 melewati batas bulanan 50 kWh.,2022-04-07T08:00:00Z,False
ALT-2022-04-R-105-LIMIT,R-105,limit_exceeded,Penggunaan R-105 melewati batas bulanan 50 kWh.,2022-04-07T17:00:00Z,False
ALT-2022-04-R-104-LIMIT,R-104,limit_exceeded,Penggunaan R-104 melewati batas bulanan 50 kWh.,2022-04-07T22:00:00Z,False
ALT-2022-04-R-106-LIMIT,R-106,limit_exceeded,Penggunaan R-106 melewati batas bulanan 50 kWh.,2022-04-07T23:00:00Z,False
ALT-2022-04-R-102-LIMIT,R-102,limit_exceeded,Penggunaan R-102 melewati batas bulanan 50 kWh.,2022-04-08T01:00:00Z,False
ALT-2022-04-R-110-LIMIT,R-110,limit_exceeded,Penggunaan R-110 melewati batas bulanan 50 kWh.,2022-04-08T05:00:00Z,False
ALT-2022-04-R-108-LIMIT,R-108,limit_exceeded,Penggunaan R-108 melewati batas bulanan 50 kWh.,2022-04-08T18:00:00Z,False
ALT-2022-05-R-107-WARN,R-107,usage_warning,Penggunaan R-107 sudah mencapai 80% batas bulanan.,2022-05-04T12:00:00Z,False
ALT-2022-05-R-103-WARN,R-103,usage_warning,Penggunaan R-103 sudah mencapai 80% batas bulanan.,2022-05-04T14:00:00Z,False
ALT-2022-05-R-107-LIMIT,R-107,limit_exceeded,Penggunaan R-107 melewati batas bulanan 50 kWh.,2022-05-05T09:00:00Z,False
ALT-2022-05-R-103-LIMIT,R-103,limit_exceeded,Penggunaan R-103 melewati batas bulanan 50 kWh.,2022-05-05T12:00:00Z,False
ALT-2022-05-R-109-WARN,R-109,usage_warning,Penggunaan R-109 sudah mencapai 80% batas bulanan.,2022-05-05T14:00:00Z,False
ALT-2022-05-R-101-WARN,R-101,usage_warning,Penggunaan R-101 sudah mencapai 80% batas bulanan.,2022-05-05T20:00:00Z,False
ALT-2022-05-R-105-WARN,R-105,usage_warning,Penggunaan R-105 sudah mencapai 80% batas bulanan.,2022-05-06T10:00:00Z,False
ALT-2022-05-R-104-WARN,R-104,usage_warning,Penggunaan R-104 sudah mencapai 80% batas bulanan.,2022-05-06T12:00:00Z,False
ALT-2022-05-R-102-WARN,R-102,usage_warning,Penggunaan R-102 sudah mencapai 80% batas bulanan.,2022-05-06T19:00:00Z,False
